name,city,state,profile_url,services_offered
RAKESH K SINGH AND ASSOCIATES,Gurugram,Haryana,https://caconnect.icai.org/firmProfile/3625/2,International Tax Startup advisory
L B S & CO,Gurugram,Haryana,https://caconnect.icai.org/firmProfile/1508/2,Audit Corporate Laws and LLP Direct Taxes Goods and Services Tax International Tax Startup advisory
RAMESH JINDAL & CO,Hisar,Haryana,https://caconnect.icai.org/firmProfile/421/2,Audit Book-keeping Cloud Accounting Corporate Laws and LLP Direct Tax Forensic Accounting & Investigation Goods and Service Tax Indirect Tax International Tax MSME Advisory Startup advisory
H C B & ASSOCIATES,Panchkula,Haryana,https://caconnect.icai.org/firmProfile/719/2,Audit Book-keeping Direct Taxes Goods and Services Tax International Tax Investment Advisory
RAMESH CHANDNA & ASSOCIATES,Rewari,Haryana,https://caconnect.icai.org/firmProfile/2485/2,Business Advisory International Tax
SUSHIL ANGIRAS & CO,Yamunanagar,Haryana,https://caconnect.icai.org/firmProfile/402/2,Direct Tax International Tax
T N D & ASSOCIATES,Ara,Jharkhand,https://caconnect.icai.org/firmProfile/629/2,Audit Book-keeping Business Advisory Certification Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services Startup advisory Valuation
T N D & ASSOCIATES,Deoghar,Jharkhand,https://caconnect.icai.org/firmProfile/629/2,Audit Book-keeping Business Advisory Certification Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services Startup advisory Valuation
C A R V S & ASSOCIATES,Jamshedpur,Jharkhand,https://caconnect.icai.org/firmProfile/1785/2,Audit Book-keeping Certification Cloud Accounting Corporate Laws and LLP Direct Tax Forensic Accounting & Investigation Goods and Service Tax Indirect Tax International Tax MSME Advisory Payroll Services
A M S D & ASSOCIATES,Jamshedpur,Jharkhand,https://caconnect.icai.org/firmProfile/1520/2,"Audit Book-keeping Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax Goods and Service Tax Indirect Tax International Tax"
T N D & ASSOCIATES,Jamtara,Jharkhand,https://caconnect.icai.org/firmProfile/629/2,Audit Book-keeping Business Advisory Certification Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services Startup advisory Valuation
B C DUTTA & CO,Ranchi,Jharkhand,https://caconnect.icai.org/firmProfile/4054/2,Audit Book keeping and Accounting Book-keeping Certification Direct Taxes Goods and Services Tax Indirect Tax Indirect Tax matter Internal and Management Audit International Tax
A RUNGTA & CO,Ranchi,Jharkhand,https://caconnect.icai.org/firmProfile/756/2,International Tax MSME Advisory
M Y RAMESHA & CO,Arasikere,Karnataka,https://caconnect.icai.org/firmProfile/717/2,"Arbitration Audit Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Foreign Trade Forensic Accounting & Investigation Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
CA. YOGESH RAMBILAS  BUNG,Bangalore,Karnataka,https://caconnect.icai.org/memberProfile/2113/1,Direct Tax International Tax
CA. SANGMESH PRABHU RAO YELSHATTI,Bangalore,Karnataka,https://caconnect.icai.org/memberProfile/301/1,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax Foreign Trade Goods and Service Tax Inbound / Outbound Services Indirect Tax Information Technology Services International Tax MSME Advisory Payroll Services RERA Startup advisory"
CA. VIRUPAKSH HIPPARAGI,Bangalore,Karnataka,https://caconnect.icai.org/memberProfile/16/1,"Audit Book-keeping Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Forensic Accounting & Investigation Information Technology Services International Tax"
CA. DASH PINAKI DUTTA,Bangalore,Karnataka,https://caconnect.icai.org/memberProfile/470/1,Audit Book-keeping Business Advisory Certification Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Inbound / Outbound Services Indirect Tax Insolvency International Tax Investment Advisory MSME Advisory Payroll Services Startup advisory
CA. MANOJ KUMAR G,Bangalore,Karnataka,https://caconnect.icai.org/memberProfile/13/1,"Audit Business Advisory Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax FEMA Forensic Accounting & Investigation Goods and Service Tax International Tax MSME Advisory Payroll Services Startup advisory Valuation"
CA. SACHIN KUMAR B P,Bangalore,Karnataka,https://caconnect.icai.org/memberProfile/107/1,Direct Tax International Tax
CA. MOHIT VISHAL PARIHAR,Bangalore,Karnataka,https://caconnect.icai.org/memberProfile/418/1,Book-keeping Business Advisory Cloud Accounting Direct Tax Forensic Accounting & Investigation Inbound / Outbound Services Information Technology Services International Tax Investment Advisory MSME Advisory Payroll Services Startup advisory Valuation
UMESH & RAVI CHANDER,Bangalore,Karnataka,https://caconnect.icai.org/firmProfile/2662/2,Audit Certification FEMA International Tax
VISHNU DAYA & CO LLP,Bangalore,Karnataka,https://caconnect.icai.org/firmProfile/3301/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Taxes FEMA Foreign Trade Forensic Accounting & Investigation Goods and Services Tax Indirect Tax Information Technology Services International Tax Payroll Services RERA Startup advisory Valuation Others"
S S B & ASSOCIATES,Bangalore,Karnataka,https://caconnect.icai.org/firmProfile/1386/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax FEMA Goods and Service Tax Inbound / Outbound Services Indirect Tax Information Technology Services International Tax Investment Advisory"
S R Chakravarthy AND ASSOCIATES,Bangalore,Karnataka,https://caconnect.icai.org/firmProfile/2145/2,"Charities, Trust and Not For Profit Corporate Laws and LLP International Tax Startup advisory"
C S N V & ASSOCIATES,Bangalore,Karnataka,https://caconnect.icai.org/firmProfile/660/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Information Technology Services Insolvency International Tax MSME Advisory Payroll Services RERA Startup advisory Valuation"
ELANGOVAN AND ASSOCIATES LLP,Bangalore,Karnataka,https://caconnect.icai.org/firmProfile/144/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Inbound / Outbound Services Indirect Tax International Tax MSME Advisory Payroll Services Startup advisory"
MAHESH V & ASSOCIATES,Bangalore,Karnataka,https://caconnect.icai.org/firmProfile/317/2,"Audit Book-keeping Certification Charities, Trust and Not For Profit Cloud Accounting Direct Tax FEMA Foreign Trade Goods and Service Tax Inbound / Outbound Services Indirect Tax International Tax MSME Advisory Payroll Services Startup advisory Valuation"
G P S V & CO,Bangalore,Karnataka,https://caconnect.icai.org/firmProfile/541/2,"Audit Book-keeping Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax Goods and Service Tax Indirect Tax International Tax MSME Advisory"
arunakumara p r AND CO,Bangalore,Karnataka,https://caconnect.icai.org/firmProfile/480/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax Goods and Service Tax Indirect Tax International Tax MSME Advisory Payroll Services RERA Startup advisory Valuation"
P K RUNGTA & CO,Bangalore,Karnataka,https://caconnect.icai.org/firmProfile/158/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax Foreign Trade Goods and Service Tax Inbound / Outbound Services Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
RAVI & SHRIHARI,Bangalore,Karnataka,https://caconnect.icai.org/firmProfile/3837/2,"Audit Book keeping and Accounting Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Taxes Goods and Services Tax Indirect Tax Internal and Management Audit International Tax"
M K TYAGI & CO,Bangalore,Karnataka,https://caconnect.icai.org/firmProfile/2847/2,Audit Certification FEMA International Tax
R BHAT & ASSOCIATES,Bangalore,Karnataka,https://caconnect.icai.org/firmProfile/543/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax FEMA Goods and Service Tax Inbound / Outbound Services Indirect Tax Insolvency International Tax MSME Advisory Payroll Services Startup advisory Valuation"
M A N N & CO,Bangalore,Karnataka,https://caconnect.icai.org/firmProfile/3928/2,"Audit Business Advisory Charities, Trust and Not For Profit Direct Taxes Financial Advisory Internal and Management Audit International Tax Investment Advisory"
DHARMA RAJU AND COMPANY,Bangalore,Karnataka,https://caconnect.icai.org/firmProfile/310/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Direct Tax FEMA Goods and Service Tax International Tax Payroll Services Startup advisory"
RAO ASSOCIATES,Bangalore,Karnataka,https://caconnect.icai.org/firmProfile/1541/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax Goods and Service Tax International Tax RERA Startup advisory Valuation"
M Y RAMESHA & CO,Bangalore,Karnataka,https://caconnect.icai.org/firmProfile/717/2,"Arbitration Audit Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Foreign Trade Forensic Accounting & Investigation Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
B K AGARWAL & CO,Bangalore,Karnataka,https://caconnect.icai.org/firmProfile/1554/2,Audit Book-keeping Business Advisory Certification Corporate Laws and LLP FEMA Foreign Trade Goods and Services Tax Indirect Tax International Tax Payroll Services RERA Startup advisory Valuation
VISHWANATH HEGDE & CO,Belgaum,Karnataka,https://caconnect.icai.org/firmProfile/1473/2,Audit Book-keeping Business Advisory Corporate Laws and LLP Direct Tax Goods and Service Tax International Tax MSME Advisory Payroll Services Valuation
M Y RAMESHA & CO,Bellary,Karnataka,https://caconnect.icai.org/firmProfile/717/2,"Arbitration Audit Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Foreign Trade Forensic Accounting & Investigation Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
SUHAS K & CO,Chitradurga,Karnataka,https://caconnect.icai.org/firmProfile/87/2,"Audit Business Advisory Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax FEMA Goods and Service Tax Indirect Tax International Tax Startup advisory"
M Y RAMESHA & CO,Chitradurga,Karnataka,https://caconnect.icai.org/firmProfile/717/2,"Arbitration Audit Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Foreign Trade Forensic Accounting & Investigation Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
M Y RAMESHA & CO,Gulbarga,Karnataka,https://caconnect.icai.org/firmProfile/717/2,"Arbitration Audit Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Foreign Trade Forensic Accounting & Investigation Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
M Y RAMESHA & CO,Gundlupet,Karnataka,https://caconnect.icai.org/firmProfile/717/2,"Arbitration Audit Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Foreign Trade Forensic Accounting & Investigation Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
M Y RAMESHA & CO,Hassan,Karnataka,https://caconnect.icai.org/firmProfile/717/2,"Arbitration Audit Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Foreign Trade Forensic Accounting & Investigation Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
M Y RAMESHA & CO,Karwar,Karnataka,https://caconnect.icai.org/firmProfile/717/2,"Arbitration Audit Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Foreign Trade Forensic Accounting & Investigation Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
M Y RAMESHA & CO,Kolar,Karnataka,https://caconnect.icai.org/firmProfile/717/2,"Arbitration Audit Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Foreign Trade Forensic Accounting & Investigation Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
M Y RAMESHA & CO,Maddur,Karnataka,https://caconnect.icai.org/firmProfile/717/2,"Arbitration Audit Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Foreign Trade Forensic Accounting & Investigation Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
M Y RAMESHA & CO,Madhugiri,Karnataka,https://caconnect.icai.org/firmProfile/717/2,"Arbitration Audit Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Foreign Trade Forensic Accounting & Investigation Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
M Y RAMESHA & CO,Madikeri,Karnataka,https://caconnect.icai.org/firmProfile/717/2,"Arbitration Audit Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Foreign Trade Forensic Accounting & Investigation Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
M Y RAMESHA & CO,Magadi,Karnataka,https://caconnect.icai.org/firmProfile/717/2,"Arbitration Audit Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Foreign Trade Forensic Accounting & Investigation Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
M Y RAMESHA & CO,Malavalli,Karnataka,https://caconnect.icai.org/firmProfile/717/2,"Arbitration Audit Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Foreign Trade Forensic Accounting & Investigation Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
M Y RAMESHA & CO,Malur,Karnataka,https://caconnect.icai.org/firmProfile/717/2,"Arbitration Audit Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Foreign Trade Forensic Accounting & Investigation Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
M Y RAMESHA & CO,Mandya,Karnataka,https://caconnect.icai.org/firmProfile/717/2,"Arbitration Audit Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Foreign Trade Forensic Accounting & Investigation Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
M Y RAMESHA & CO,Mangalore,Karnataka,https://caconnect.icai.org/firmProfile/717/2,"Arbitration Audit Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Foreign Trade Forensic Accounting & Investigation Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
M Y RAMESHA & CO,Mysore,Karnataka,https://caconnect.icai.org/firmProfile/717/2,"Arbitration Audit Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Foreign Trade Forensic Accounting & Investigation Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
S BHARGAVA & CO,Mysore,Karnataka,https://caconnect.icai.org/firmProfile/802/2,International Tax Startup advisory
SREEJITH AND COMPANY,Chengannur,Kerala,https://caconnect.icai.org/firmProfile/564/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Indirect Tax Information Technology Services International Tax Investment Advisory MSME Advisory Payroll Services Startup advisory"
CA. PRADEEP KUMAR T P,Kochi,Kerala,https://caconnect.icai.org/memberProfile/2141/1,Business Advisory International Tax
CA. NIVEDITHA D,Kochi,Kerala,https://caconnect.icai.org/memberProfile/1377/1,Book-keeping International Tax
A A K K & ASSOCIATES,Kochi,Kerala,https://caconnect.icai.org/firmProfile/1/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax Forensic Services Goods and Service Tax Indirect Tax International Tax Valuation"
SREEDEEP CHENNAMANGALAM & ASSOCIATES,Kochi,Kerala,https://caconnect.icai.org/firmProfile/2960/2,Direct Taxes International Tax
SAJEEV & AJITH,Kochi,Kerala,https://caconnect.icai.org/firmProfile/4343/2,Audit Certification Corporate Laws and LLP Direct Taxes Goods and Services Tax International Tax
SUDHAKARAN & JYOTHI,Kochi,Kerala,https://caconnect.icai.org/firmProfile/4005/2,Audit Cloud Accounting FEMA International Tax
CA. BALAJI K,Kottayam,Kerala,https://caconnect.icai.org/memberProfile/3984/1,Arbitration International Tax
A A K K & ASSOCIATES,Kozhikode,Kerala,https://caconnect.icai.org/firmProfile/1/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax Forensic Services Goods and Service Tax Indirect Tax International Tax Valuation"
CA. RASHID K T,Malappuram,Kerala,https://caconnect.icai.org/memberProfile/561/1,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax FEMA Goods and Service Tax Indirect Tax Information Technology Services International Tax MSME Advisory Payroll Services RERA Startup advisory"
A A K K & ASSOCIATES,Perinthalmanna,Kerala,https://caconnect.icai.org/firmProfile/1/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax Forensic Services Goods and Service Tax Indirect Tax International Tax Valuation"
MUHAMMED & ASSOCIATES,Taliparamba,Kerala,https://caconnect.icai.org/firmProfile/1594/2,Audit Book-keeping Business Advisory Certification Corporate Laws and LLP Direct Tax Goods and Service Tax International Tax
ROY VARGHESE & ASSOCIATES,Thiruvananthapuram,Kerala,https://caconnect.icai.org/firmProfile/1775/2,Audit Book-keeping Certification Corporate Laws and LLP Direct Tax FEMA Goods and Service Tax Inbound / Outbound Services Indirect Tax International Tax Payroll Services Startup advisory
SAJEEV & AJITH,Thrissur,Kerala,https://caconnect.icai.org/firmProfile/4343/2,Audit Certification Corporate Laws and LLP Direct Taxes Goods and Services Tax International Tax
A A K K & ASSOCIATES,Tirur,Kerala,https://caconnect.icai.org/firmProfile/1/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax Forensic Services Goods and Service Tax Indirect Tax International Tax Valuation"
CA. AMAN  AGRAWAL,Bhopal,Madhya Pradesh,https://caconnect.icai.org/memberProfile/2395/1,Goods and Service Tax International Tax
G D K & ASSOCIATES,Bhopal,Madhya Pradesh,https://caconnect.icai.org/firmProfile/923/2,Arbitration Audit Book-keeping Business Advisory Certification Cloud Accounting Corporate Laws and LLP Direct Tax Forensic Accounting & Investigation Goods and Service Tax Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory RERA Startup advisory
P D GARG & CO,Bhopal,Madhya Pradesh,https://caconnect.icai.org/firmProfile/1755/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax FEMA Forensic Accounting & Investigation Goods and Service Tax Indirect Tax International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
P D GARG & CO,Gwalior,Madhya Pradesh,https://caconnect.icai.org/firmProfile/1755/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax FEMA Forensic Accounting & Investigation Goods and Service Tax Indirect Tax International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
CA. SHWETA  AJMERA,Indore,Madhya Pradesh,https://caconnect.icai.org/memberProfile/2668/1,Direct Taxes International Tax
CA. ISHA  GARG,Indore,Madhya Pradesh,https://caconnect.icai.org/memberProfile/751/1,Corporate Laws and LLP International Tax
G D K & ASSOCIATES,Indore,Madhya Pradesh,https://caconnect.icai.org/firmProfile/923/2,Arbitration Audit Book-keeping Business Advisory Certification Cloud Accounting Corporate Laws and LLP Direct Tax Forensic Accounting & Investigation Goods and Service Tax Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory RERA Startup advisory
S V AGRAWAL & ASSOCIATES,Indore,Madhya Pradesh,https://caconnect.icai.org/firmProfile/1145/2,"Audit Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax Goods and Service Tax Indirect Tax Insolvency International Tax RERA"
S P A R K & ASSOCIATES CHARTERED ACCOUNTANTS LLP,Indore,Madhya Pradesh,https://caconnect.icai.org/firmProfile/1174/2,Audit Book-keeping Business Advisory Certification Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation
S M A K & CO,Indore,Madhya Pradesh,https://caconnect.icai.org/firmProfile/1167/2,Audit Business Advisory Direct Tax International Tax
G D K & ASSOCIATES,Jabalpur,Madhya Pradesh,https://caconnect.icai.org/firmProfile/923/2,Arbitration Audit Book-keeping Business Advisory Certification Cloud Accounting Corporate Laws and LLP Direct Tax Forensic Accounting & Investigation Goods and Service Tax Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory RERA Startup advisory
G D K & ASSOCIATES,Sagar,Madhya Pradesh,https://caconnect.icai.org/firmProfile/923/2,Arbitration Audit Book-keeping Business Advisory Certification Cloud Accounting Corporate Laws and LLP Direct Tax Forensic Accounting & Investigation Goods and Service Tax Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory RERA Startup advisory
G D K & ASSOCIATES,Vidisha,Madhya Pradesh,https://caconnect.icai.org/firmProfile/923/2,Arbitration Audit Book-keeping Business Advisory Certification Cloud Accounting Corporate Laws and LLP Direct Tax Forensic Accounting & Investigation Goods and Service Tax Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory RERA Startup advisory
AASHISH ANIL JADHAV & ASSOCIATES,Kolhapur,Maharashtra,https://caconnect.icai.org/firmProfile/290/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax Goods and Service Tax Inbound / Outbound Services Indirect Tax International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
ASHUTOSH KALAMKAR & ASSOCIATES,Kolhapur,Maharashtra,https://caconnect.icai.org/firmProfile/647/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Goods and Service Tax Inbound / Outbound Services Indirect Tax Information Technology Services International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
AASHISH ANIL JADHAV & ASSOCIATES,Ahmednagar,Maharashtra,https://caconnect.icai.org/firmProfile/290/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax Goods and Service Tax Inbound / Outbound Services Indirect Tax International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
KANAKIYA & MEHTA ASSOCIATES,Ahmednagar,Maharashtra,https://caconnect.icai.org/firmProfile/3656/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Taxes Forensic Accounting & Investigation Goods and Services Tax Indirect Tax International Tax Investment Advisory MSME Advisory RERA Valuation"
AASHISH ANIL JADHAV & ASSOCIATES,Akola,Maharashtra,https://caconnect.icai.org/firmProfile/290/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax Goods and Service Tax Inbound / Outbound Services Indirect Tax International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
PRAVIN DHIRAN & CO,Amravati,Maharashtra,https://caconnect.icai.org/firmProfile/274/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax Goods and Service Tax International Tax Investment Advisory MSME Advisory RERA Startup advisory Valuation"
AASHISH ANIL JADHAV & ASSOCIATES,Amravati,Maharashtra,https://caconnect.icai.org/firmProfile/290/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax Goods and Service Tax Inbound / Outbound Services Indirect Tax International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
CHARKHA & GATTANI,Aurangabad (MH),Maharashtra,https://caconnect.icai.org/firmProfile/3989/2,Audit Corporate Laws and LLP Goods and Services Tax International Tax
AASHISH ANIL JADHAV & ASSOCIATES,Aurangabad (MH),Maharashtra,https://caconnect.icai.org/firmProfile/290/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax Goods and Service Tax Inbound / Outbound Services Indirect Tax International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
V N V & COMPANY,Aurangabad (MH),Maharashtra,https://caconnect.icai.org/firmProfile/1774/2,Business Advisory Financial Advisory Forensic Accounting & Investigation International Tax Investment Advisory MSME Advisory Startup advisory Valuation
CA. AMIT PRAKASHLAL  WADHWA,Dhule,Maharashtra,https://caconnect.icai.org/memberProfile/2807/1,Forensic Accounting & Investigation International Tax
AASHISH ANIL JADHAV & ASSOCIATES,Dhule,Maharashtra,https://caconnect.icai.org/firmProfile/290/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax Goods and Service Tax Inbound / Outbound Services Indirect Tax International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
AASHISH ANIL JADHAV & ASSOCIATES,Dombivli,Maharashtra,https://caconnect.icai.org/firmProfile/290/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax Goods and Service Tax Inbound / Outbound Services Indirect Tax International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
