name,city,state,profile_url,services_offered
ASHUTOSH KALAMKAR & ASSOCIATES,Pune,Maharashtra,https://caconnect.icai.org/firmProfile/647/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Goods and Service Tax Inbound / Outbound Services Indirect Tax Information Technology Services International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
KHARE DESHMUKH & CO,Pune,Maharashtra,https://caconnect.icai.org/firmProfile/2232/2,"Audit Book-keeping Certification Charities, Trust and Not For Profit Direct Tax Foreign Trade Goods and Service Tax MSME Advisory"
H P C & ASSOCIATES,Pune,Maharashtra,https://caconnect.icai.org/firmProfile/3714/2,Audit Direct Taxes Foreign Trade Indirect Tax
M M VARMA & CO,Pune,Maharashtra,https://caconnect.icai.org/firmProfile/561/2,Audit Book-keeping Business Advisory Certification Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Indirect Tax International Tax Investment Advisory MSME Advisory Startup advisory
JAIN VICKY & CO,Pune,Maharashtra,https://caconnect.icai.org/firmProfile/143/2,Audit Book-keeping Business Advisory Certification Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Inbound / Outbound Services Indirect Tax International Tax Payroll Services Startup advisory
ASHUTOSH KALAMKAR & ASSOCIATES,Sangli,Maharashtra,https://caconnect.icai.org/firmProfile/647/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Goods and Service Tax Inbound / Outbound Services Indirect Tax Information Technology Services International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
ASHUTOSH KALAMKAR & ASSOCIATES,Satara,Maharashtra,https://caconnect.icai.org/firmProfile/647/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Goods and Service Tax Inbound / Outbound Services Indirect Tax Information Technology Services International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
CA. ANAND RATANLALJI  NAHAR,Uran,Maharashtra,https://caconnect.icai.org/memberProfile/200/1,Audit Book-keeping Business Advisory Corporate Laws and LLP Foreign Trade Goods and Service Tax Indirect Tax MSME Advisory RERA
CA. RAGHAV  NANDA,Amritsar,Punjab,https://caconnect.icai.org/memberProfile/1646/1,Foreign Trade Goods and Service Tax
CA. JATINDER  BANSAL,Bathinda,Punjab,https://caconnect.icai.org/memberProfile/350/1,"Arbitration Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Inbound / Outbound Services Indirect Tax Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
KAPOOR VICKY & ASSOCIATES,Chandigarh,Punjab,https://caconnect.icai.org/firmProfile/711/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Goods and Service Tax Inbound / Outbound Services Indirect Tax Information Technology Services International Tax MSME Advisory Startup advisory Valuation"
ARIDAMAN GOYAL & CO,Chandigarh,Punjab,https://caconnect.icai.org/firmProfile/380/2,"Arbitration Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Inbound / Outbound Services Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
ARIDAMAN GOYAL & CO,Ludhiana,Punjab,https://caconnect.icai.org/firmProfile/380/2,"Arbitration Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Inbound / Outbound Services Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
HARISH OBEROI & ASSOCIATES,Rupnagar,Punjab,https://caconnect.icai.org/firmProfile/350/2,"Arbitration Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Inbound / Outbound Services Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
ARIDAMAN GOYAL & CO,Sangrur,Punjab,https://caconnect.icai.org/firmProfile/380/2,"Arbitration Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Inbound / Outbound Services Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
CA. SINGH HARJINDER,Sirhind Fatehgarh Sahib,Punjab,https://caconnect.icai.org/memberProfile/4408/1,Certification Foreign Trade
ARIDAMAN GOYAL & CO,Sunam,Punjab,https://caconnect.icai.org/firmProfile/380/2,"Arbitration Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Inbound / Outbound Services Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
A V P M & ASSOCIATES,Alwar,Rajasthan,https://caconnect.icai.org/firmProfile/519/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Foreign Trade Forensic Accounting & Investigation Indirect Tax Information Technology Services Investment Advisory MSME Advisory Payroll Services RERA Startup advisory"
CA. BHARAT KUMAR  SONI,Jaipur,Rajasthan,https://caconnect.icai.org/memberProfile/319/1,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Inbound / Outbound Services Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
CA. SANJAY  KUMAWAT,Jaipur,Rajasthan,https://caconnect.icai.org/memberProfile/2164/1,Audit Foreign Trade
CA. BALU LAL  GURJAR,Jaipur,Rajasthan,https://caconnect.icai.org/memberProfile/464/1,"Arbitration Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Inbound / Outbound Services Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
MATHUR & CO,Jaipur,Rajasthan,https://caconnect.icai.org/firmProfile/3300/2,"Arbitration Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Taxes FEMA Foreign Trade Forensic Accounting & Investigation Goods and Services Tax Indirect Tax International Tax MSME Advisory RERA Valuation"
V T H & COMPANY,Jaipur,Rajasthan,https://caconnect.icai.org/firmProfile/1573/2,"Audit Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax FEMA Foreign Trade Goods and Service Tax Investment Advisory"
S N T & ASSOCIATES,Jaipur,Rajasthan,https://caconnect.icai.org/firmProfile/284/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Inbound / Outbound Services Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
JAIN SHRIMAL & CO,Jaipur,Rajasthan,https://caconnect.icai.org/firmProfile/388/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Inbound / Outbound Services Indirect Tax International Tax MSME Advisory Startup advisory Valuation"
A V P M & ASSOCIATES,Jaipur,Rajasthan,https://caconnect.icai.org/firmProfile/519/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Foreign Trade Forensic Accounting & Investigation Indirect Tax Information Technology Services Investment Advisory MSME Advisory Payroll Services RERA Startup advisory"
CA. ABHINAV  MATHUR,Jodhpur,Rajasthan,https://caconnect.icai.org/memberProfile/433/1,"Audit Book-keeping Business Advisory Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax Foreign Trade Goods and Service Tax Indirect Tax MSME Advisory RERA Startup advisory"
CA. BANSAL RAM PRAKASH,Pali,Rajasthan,https://caconnect.icai.org/memberProfile/2071/1,Business Advisory Foreign Trade
A V P M & ASSOCIATES,Sawai Madhopur,Rajasthan,https://caconnect.icai.org/firmProfile/519/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Foreign Trade Forensic Accounting & Investigation Indirect Tax Information Technology Services Investment Advisory MSME Advisory Payroll Services RERA Startup advisory"
KESHAV MALOO & ASSOCIATES,Udaipur,Rajasthan,https://caconnect.icai.org/firmProfile/1284/2,"Audit Book-keeping Business Advisory Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Inbound / Outbound Services Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory RERA Startup advisory Valuation"
A R R R & ASSOCIATES,Chennai,Tamil Nadu,https://caconnect.icai.org/firmProfile/2409/2,Audit Book-keeping Foreign Trade Goods and Service Tax
N R T & ASSOCIATES,Chennai,Tamil Nadu,https://caconnect.icai.org/firmProfile/659/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
DHEENADAYALAN & ASSOCIATES,Madurai,Tamil Nadu,https://caconnect.icai.org/firmProfile/337/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Indirect Tax Information Technology Services International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory"
CA. ASHOK KUMAR  MAHAJAN,Hyderabad,Telangana,https://caconnect.icai.org/memberProfile/356/1,"Audit Book-keeping Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax FEMA Foreign Trade Goods and Service Tax Indirect Tax International Tax MSME Advisory Payroll Services RERA"
CA. VIDYA SAGAR  BODAPATI,Hyderabad,Telangana,https://caconnect.icai.org/memberProfile/4696/1,FEMA Foreign Trade
M M R S & CO,Hyderabad,Telangana,https://caconnect.icai.org/firmProfile/3369/2,FEMA Foreign Trade Forensic Accounting & Investigation Valuation
SANJAY & KESAVA,Hyderabad,Telangana,https://caconnect.icai.org/firmProfile/3586/2,Audit Foreign Trade Indirect Tax Others
P J R & CO,Hyderabad,Telangana,https://caconnect.icai.org/firmProfile/331/2,"Arbitration Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Inbound / Outbound Services Indirect Tax Investment Advisory MSME Advisory Payroll Services Startup advisory Valuation"
G P H K & ASSOCIATES,Hyderabad,Telangana,https://caconnect.icai.org/firmProfile/3472/2,Audit Book-keeping Business Advisory Certification Corporate Laws and LLP Direct Taxes FEMA Foreign Trade Goods and Services Tax Indirect Tax International Tax Payroll Services RERA
S B M M & ASSOCIATES,Agra,Uttar Pradesh,https://caconnect.icai.org/firmProfile/95/2,"Arbitration Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Inbound / Outbound Services Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
NOOR HASHMI & CO,Kanpur,Uttar Pradesh,https://caconnect.icai.org/firmProfile/591/2,"Arbitration Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Indirect Tax Information Technology Services MSME Advisory RERA Startup advisory"
R M LALL & CO,Lucknow,Uttar Pradesh,https://caconnect.icai.org/firmProfile/998/2,"Arbitration Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Investment Advisory MSME Advisory"
CHAKRAVARTI GHOSH GUHA & CO,Lucknow,Uttar Pradesh,https://caconnect.icai.org/firmProfile/574/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Direct Tax FEMA Foreign Trade Goods and Service Tax Indirect Tax MSME Advisory Startup advisory"
A M & CO,Lucknow,Uttar Pradesh,https://caconnect.icai.org/firmProfile/1742/2,"Audit Book-keeping Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax International Tax RERA Startup advisory"
A M & CO,Mathura,Uttar Pradesh,https://caconnect.icai.org/firmProfile/1742/2,"Audit Book-keeping Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax International Tax RERA Startup advisory"
RAM ALOK & CO,Mathura,Uttar Pradesh,https://caconnect.icai.org/firmProfile/1513/2,"Audit Business Advisory Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Indirect Tax Information Technology Services Investment Advisory MSME Advisory RERA Startup advisory Valuation"
CA. ROHIT  PATERIA,NOIDA,Uttar Pradesh,https://caconnect.icai.org/memberProfile/2756/1,FEMA Foreign Trade
CA. RAHUL  MEHROTRA,NOIDA,Uttar Pradesh,https://caconnect.icai.org/memberProfile/344/1,Book-keeping Business Advisory Certification Direct Tax FEMA Foreign Trade Information Technology Services International Tax Investment Advisory MSME Advisory Payroll Services Startup advisory
A M & CO,NOIDA,Uttar Pradesh,https://caconnect.icai.org/firmProfile/1742/2,"Audit Book-keeping Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax International Tax RERA Startup advisory"
NITIN BHARAT & CO,NOIDA,Uttar Pradesh,https://caconnect.icai.org/firmProfile/542/2,"Arbitration Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Goods and Service Tax Inbound / Outbound Services Indirect Tax Information Technology Services Payroll Services"
PRASAD RAO & ASSOCIATES,Gudivada,Andhra Pradesh,https://caconnect.icai.org/firmProfile/3157/2,Audit Certification Corporate Laws and LLP Direct Taxes FEMA Goods and Services Tax
POLINENI ASSOCIATES,Guntur,Andhra Pradesh,https://caconnect.icai.org/firmProfile/370/2,"Arbitration Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Goods and Service Tax Indirect Tax Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
S L N SAI & ASSOCIATES,Guntur,Andhra Pradesh,https://caconnect.icai.org/firmProfile/342/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax FEMA Goods and Service Tax Indirect Tax Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
S M R V & ASSOCIATES,Kakinada,Andhra Pradesh,https://caconnect.icai.org/firmProfile/700/2,"Arbitration Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Inbound / Outbound Services Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
G L N ADITYA & ASSOCIATES,Kakinada,Andhra Pradesh,https://caconnect.icai.org/firmProfile/699/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Forensic Accounting & Investigation Goods and Service Tax Indirect Tax Investment Advisory MSME Advisory RERA Startup advisory"
P S NAGARAJU & CO,Kurnool,Andhra Pradesh,https://caconnect.icai.org/firmProfile/3/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Forensic Accounting & Investigation Goods and Service Tax Information Technology Services International Tax Investment Advisory MSME Advisory Payroll Services Startup advisory"
S L N SAI & ASSOCIATES,Macherla,Andhra Pradesh,https://caconnect.icai.org/firmProfile/342/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax FEMA Goods and Service Tax Indirect Tax Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
SREEKANTH & ASSOCIATES,Madanapalle,Andhra Pradesh,https://caconnect.icai.org/firmProfile/99/2,Audit Book-keeping Certification Corporate Laws and LLP Direct Tax FEMA Goods and Service Tax Indirect Tax RERA
S L N SAI & ASSOCIATES,Narasaraopet,Andhra Pradesh,https://caconnect.icai.org/firmProfile/342/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax FEMA Goods and Service Tax Indirect Tax Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
M V VIJAYA KUMAR & CO,Ongole,Andhra Pradesh,https://caconnect.icai.org/firmProfile/423/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Goods and Service Tax Inbound / Outbound Services Indirect Tax Information Technology Services International Tax Payroll Services Startup advisory"
VUTLAPALLI & ASSOCIATES,Ongole,Andhra Pradesh,https://caconnect.icai.org/firmProfile/228/2,Audit Book-keeping Certification Corporate Laws and LLP Direct Tax FEMA Foreign Trade Goods and Service Tax Indirect Tax MSME Advisory Payroll Services RERA Startup advisory Valuation
MEDISETTI & CO,Rajahmundry,Andhra Pradesh,https://caconnect.icai.org/firmProfile/537/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax FEMA Forensic Accounting & Investigation Goods and Service Tax Indirect Tax MSME Advisory RERA"
P S NAGARAJU & CO,Vijayawada,Andhra Pradesh,https://caconnect.icai.org/firmProfile/3/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Forensic Accounting & Investigation Goods and Service Tax Information Technology Services International Tax Investment Advisory MSME Advisory Payroll Services Startup advisory"
S L N SAI & ASSOCIATES,Vijayawada,Andhra Pradesh,https://caconnect.icai.org/firmProfile/342/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax FEMA Goods and Service Tax Indirect Tax Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
CA. VAMSI RAJESH AJJARAPU,Visakhapatnam,Andhra Pradesh,https://caconnect.icai.org/memberProfile/3432/1,FEMA Goods and Services Tax
DHULIPALA VISWANAD AND ASSOCIATES,Visakhapatnam,Andhra Pradesh,https://caconnect.icai.org/firmProfile/3495/2,"Audit Business Advisory Charities, Trust and Not For Profit Direct Taxes FEMA Goods and Services Tax"
ABHISHEK AGARWAL & CO,Guwahati,Assam,https://caconnect.icai.org/firmProfile/22/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Forensic Accounting & Investigation Goods and Service Tax Inbound / Outbound Services Indirect Tax Information Technology Services Investment Advisory MSME Advisory Payroll Services Startup advisory Valuation"
CA. SANDEEP  JHA,Darbhanga,Bihar,https://caconnect.icai.org/memberProfile/424/1,"Arbitration Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Inbound / Outbound Services Indirect Tax Information Technology Services Insolvency International Tax MSME Advisory Payroll Services RERA Startup advisory Valuation"
SANGITA GUPTA & ASSOCIATES,Patna,Bihar,https://caconnect.icai.org/firmProfile/269/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Goods and Service Tax Indirect Tax International Tax MSME Advisory Payroll Services RERA Startup advisory Valuation"
NARINDER SHARMA & ASSOCIATES,Chandigarh,Chandigarh,https://caconnect.icai.org/firmProfile/324/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax FEMA Forensic Accounting & Investigation Goods and Service Tax Indirect Tax Information Technology Services International Tax RERA Startup advisory Valuation"
VINOD K AGARWAL & ASSOCIATES,Durg-Bhilai Nagar,Chhattisgarh,https://caconnect.icai.org/firmProfile/1738/2,Corporate Laws and LLP Goods and Service Tax International Tax Valuation
Shikha Rakhecha & CO,Raipur,Chhattisgarh,https://caconnect.icai.org/firmProfile/1060/2,International Tax RERA
P S A C & ASSOCIATES,Raipur,Chhattisgarh,https://caconnect.icai.org/firmProfile/3780/2,"Arbitration Audit Book-keeping Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Taxes FEMA Foreign Trade Forensic Accounting & Investigation Goods and Services Tax Indirect Tax International Tax Valuation"
SHRUTI BAJAJ & ASSOCIATES,Raipur,Chhattisgarh,https://caconnect.icai.org/firmProfile/2581/2,Direct Taxes International Tax
CA. CHINU  BHASIN,Delhi,Delhi,https://caconnect.icai.org/memberProfile/3337/1,Direct Taxes International Tax
CA. GOEL VIJAY KUMAR,Delhi,Delhi,https://caconnect.icai.org/memberProfile/2527/1,Business Advisory International Tax
CA. RAHUL  JINDAL,Delhi,Delhi,https://caconnect.icai.org/memberProfile/869/1,Audit International Tax
CA. FAISAL  KHAN,Delhi,Delhi,https://caconnect.icai.org/memberProfile/3250/1,Direct Taxes International Tax
CA. VINAY KUMAR  SINGHAL,Delhi,Delhi,https://caconnect.icai.org/memberProfile/236/1,"Arbitration Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Inbound / Outbound Services Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
CA. PARAS  BANSAL,Delhi,Delhi,https://caconnect.icai.org/memberProfile/4456/1,Goods and Services Tax International Tax
CA. DEEPAK  KAKKAR,Delhi,Delhi,https://caconnect.icai.org/memberProfile/2120/1,Direct Tax International Tax
CA. VIKAS  AGGARWAL,Delhi,Delhi,https://caconnect.icai.org/memberProfile/471/1,"Audit Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
CA. ANUJ  ARYA,Delhi,Delhi,https://caconnect.icai.org/memberProfile/543/1,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Inbound / Outbound Services Indirect Tax Information Technology Services International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory"
AJAY RATTAN & CO,Delhi,Delhi,https://caconnect.icai.org/firmProfile/382/2,Audit Book-keeping Cloud Accounting Direct Tax FEMA Goods and Service Tax Inbound / Outbound Services International Tax
TARUN KANDHARI & CO LLP,Delhi,Delhi,https://caconnect.icai.org/firmProfile/2698/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Taxes FEMA Foreign Trade Goods and Services Tax Indirect Tax International Tax MSME Advisory Payroll Services Startup advisory Valuation"
S S S G & ASSOCIATES,Delhi,Delhi,https://caconnect.icai.org/firmProfile/789/2,Audit Book-keeping Certification Goods and Service Tax Information Technology Services International Tax
AMAN SATISH AND COMPANY,Delhi,Delhi,https://caconnect.icai.org/firmProfile/2482/2,Direct Taxes International Tax
SURI & SUDHIR,Delhi,Delhi,https://caconnect.icai.org/firmProfile/2370/2,"Audit Business Advisory Certification Charities, Trust and Not For Profit Direct Tax FEMA Goods and Service Tax International Tax"
A S A P & ASSOCIATES LLP,Delhi,Delhi,https://caconnect.icai.org/firmProfile/94/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax FEMA Goods and Service Tax Indirect Tax International Tax MSME Advisory"
PANKAJ K SHARMA & CO,Delhi,Delhi,https://caconnect.icai.org/firmProfile/113/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP FEMA Indirect Tax Information Technology Services International Tax MSME Advisory Payroll Services Startup advisory"
J K D S AND COMPANY,Delhi,Delhi,https://caconnect.icai.org/firmProfile/3287/2,Corporate Laws and LLP Direct Taxes Goods and Services Tax International Tax
GOPAL CHOPRA & ASSOCIATES,Delhi,Delhi,https://caconnect.icai.org/firmProfile/1150/2,Audit Business Advisory Corporate Laws and LLP Direct Tax FEMA Goods and Service Tax Inbound / Outbound Services International Tax
S R P B & ASSOCIATES,Delhi,Delhi,https://caconnect.icai.org/firmProfile/2392/2,Direct Tax FEMA Inbound / Outbound Services International Tax
AGRAWAL AYUSH & COMPANY,Delhi,Delhi,https://caconnect.icai.org/firmProfile/190/2,"Arbitration Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax Goods and Service Tax Indirect Tax International Tax"
LUTHRA & LUTHRA LLP,Delhi,Delhi,https://caconnect.icai.org/firmProfile/2395/2,"Audit Business Advisory Certification Charities, Trust and Not For Profit Corporate Laws and LLP FEMA Indirect Tax Insolvency International Tax Payroll Services Startup advisory"
MUKESH RAJ & CO,Delhi,Delhi,https://caconnect.icai.org/firmProfile/1886/2,Audit Business Advisory Certification Cloud Accounting Corporate Laws and LLP Forensic Accounting & Investigation International Tax Payroll Services Startup advisory Valuation
AMIT R KUMAR & CO,Delhi,Delhi,https://caconnect.icai.org/firmProfile/2873/2,Goods and Services Tax International Tax
GUPTA NEHA & CO,Delhi,Delhi,https://caconnect.icai.org/firmProfile/2371/2,Direct Tax International Tax
MANISH I KUMAR & ASSOCIATES,Delhi,Delhi,https://caconnect.icai.org/firmProfile/362/2,"Arbitration Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Inbound / Outbound Services Indirect Tax Information Technology Services International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
K JINDAL & ASSOCIATES,Delhi,Delhi,https://caconnect.icai.org/firmProfile/1464/2,"Audit Business Advisory Charities, Trust and Not For Profit Direct Tax FEMA International Tax"
