name,location,service,state,city,profile_url,services_offered
M Y RAMESHA & CO,"Professional City:
                                            Arasikere
                                            Bangalore
                                            Bellary
                                            Chikmagalur
                                            Chitradurga
                                            Davanagere
                                            Delhi
                                            Dharwad
                                            Erode
                                            Gadag
                                            Gulbarga
                                            Gundlupet
                                            Hassan
                                            Karwar
                                            Kasaragod
                                            Kolar
                                            Maddur
                                            Madhugiri
                                            Madikeri
                                            Madurai
                                            Magadi
                                            Malavalli
                                            Malur
                                            Mandya
                                            Mangalore
                                            Mysore, MYSURU, KARNATAKA,   INDIA, INDIA",International Tax,Karnataka,Malur,https://caconnect.icai.org/firmProfile/717/2,"Arbitration Audit Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Foreign Trade Forensic Accounting & Investigation Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
M Y RAMESHA & CO,"Professional City:
                                            Arasikere
                                            Bangalore
                                            Bellary
                                            Chikmagalur
                                            Chitradurga
                                            Davanagere
                                            Delhi
                                            Dharwad
                                            Erode
                                            Gadag
                                            Gulbarga
                                            Gundlupet
                                            Hassan
                                            Karwar
                                            Kasaragod
                                            Kolar
                                            Maddur
                                            Madhugiri
                                            Madikeri
                                            Madurai
                                            Magadi
                                            Malavalli
                                            Malur
                                            Mandya
                                            Mangalore
                                            Mysore, MYSURU, KARNATAKA,   INDIA, INDIA",International Tax,Karnataka,Mandya,https://caconnect.icai.org/firmProfile/717/2,"Arbitration Audit Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Foreign Trade Forensic Accounting & Investigation Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
M Y RAMESHA & CO,"Professional City:
                                            Arasikere
                                            Bangalore
                                            Bellary
                                            Chikmagalur
                                            Chitradurga
                                            Davanagere
                                            Delhi
                                            Dharwad
                                            Erode
                                            Gadag
                                            Gulbarga
                                            Gundlupet
                                            Hassan
                                            Karwar
                                            Kasaragod
                                            Kolar
                                            Maddur
                                            Madhugiri
                                            Madikeri
                                            Madurai
                                            Magadi
                                            Malavalli
                                            Malur
                                            Mandya
                                            Mangalore
                                            Mysore, MYSURU, KARNATAKA,   INDIA, INDIA",International Tax,Karnataka,Mangalore,https://caconnect.icai.org/firmProfile/717/2,"Arbitration Audit Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Foreign Trade Forensic Accounting & Investigation Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
M Y RAMESHA & CO,"Professional City:
                                            Arasikere
                                            Bangalore
                                            Bellary
                                            Chikmagalur
                                            Chitradurga
                                            Davanagere
                                            Delhi
                                            Dharwad
                                            Erode
                                            Gadag
                                            Gulbarga
                                            Gundlupet
                                            Hassan
                                            Karwar
                                            Kasaragod
                                            Kolar
                                            Maddur
                                            Madhugiri
                                            Madikeri
                                            Madurai
                                            Magadi
                                            Malavalli
                                            Malur
                                            Mandya
                                            Mangalore
                                            Mysore, MYSURU, KARNATAKA,   INDIA, INDIA",International Tax,Karnataka,Mysore,https://caconnect.icai.org/firmProfile/717/2,"Arbitration Audit Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Foreign Trade Forensic Accounting & Investigation Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
S BHARGAVA & CO,"Professional City:
                                            Mysore, MYSURU, KARNATAKA,   INDIA, INDIA",International Tax,Karnataka,Mysore,https://caconnect.icai.org/firmProfile/802/2,International Tax Startup advisory
SREEJITH AND COMPANY,"Professional City:
                                            Chengannur, ARANMULA P O, KERALA,   INDIA, INDIA",International Tax,Kerala,Chengannur,https://caconnect.icai.org/firmProfile/564/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Indirect Tax Information Technology Services International Tax Investment Advisory MSME Advisory Payroll Services Startup advisory"
CA. PRADEEP KUMAR T P,"Professional City:
                                            Kochi, KOCHI, KERALA,   INDIA, INDIA",International Tax,Kerala,Kochi,https://caconnect.icai.org/memberProfile/2141/1,Business Advisory International Tax
CA. NIVEDITHA D,"Professional City:
                                            Kochi, KOCHI, KERALA,   INDIA, INDIA",International Tax,Kerala,Kochi,https://caconnect.icai.org/memberProfile/1377/1,Book-keeping International Tax
A A K K & ASSOCIATES,"Professional City:
                                            Kochi
                                            Kozhikode
                                            Perinthalmanna
                                            Tirur, KOZHIKODE, KERALA,   INDIA, INDIA",International Tax,Kerala,Kochi,https://caconnect.icai.org/firmProfile/1/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax Forensic Services Goods and Service Tax Indirect Tax International Tax Valuation"
SREEDEEP CHENNAMANGALAM & ASSOCIATES,"Professional City:
                                            Kochi, KOCHI, KERALA,   INDIA, INDIA",International Tax,Kerala,Kochi,https://caconnect.icai.org/firmProfile/2960/2,Direct Taxes International Tax
SAJEEV & AJITH,"Professional City:
                                            Kochi
                                            Thrissur, KOCHI, KERALA,   INDIA, INDIA",International Tax,Kerala,Kochi,https://caconnect.icai.org/firmProfile/4343/2,Audit Certification Corporate Laws and LLP Direct Taxes Goods and Services Tax International Tax
SUDHAKARAN & JYOTHI,"Professional City:
                                            Kochi, KOLLAM, KERALA,   INDIA, INDIA",International Tax,Kerala,Kochi,https://caconnect.icai.org/firmProfile/4005/2,Audit Cloud Accounting FEMA International Tax
CA. BALAJI K,"Professional City:
                                            Kottayam, KOTTAYAM, KERALA,   INDIA, INDIA",International Tax,Kerala,Kottayam,https://caconnect.icai.org/memberProfile/3984/1,Arbitration International Tax
A A K K & ASSOCIATES,"Professional City:
                                            Kochi
                                            Kozhikode
                                            Perinthalmanna
                                            Tirur, KOZHIKODE, KERALA,   INDIA, INDIA",International Tax,Kerala,Kozhikode,https://caconnect.icai.org/firmProfile/1/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax Forensic Services Goods and Service Tax Indirect Tax International Tax Valuation"
CA. RASHID K T,"Professional City:
                                            Malappuram, PERINTALMANNA, KERALA,   INDIA, INDIA",International Tax,Kerala,Malappuram,https://caconnect.icai.org/memberProfile/561/1,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax FEMA Goods and Service Tax Indirect Tax Information Technology Services International Tax MSME Advisory Payroll Services RERA Startup advisory"
A A K K & ASSOCIATES,"Professional City:
                                            Kochi
                                            Kozhikode
                                            Perinthalmanna
                                            Tirur, KOZHIKODE, KERALA,   INDIA, INDIA",International Tax,Kerala,Perinthalmanna,https://caconnect.icai.org/firmProfile/1/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax Forensic Services Goods and Service Tax Indirect Tax International Tax Valuation"
MUHAMMED & ASSOCIATES,"Professional City:
                                            Taliparamba, KANNUR, KERALA,   INDIA, INDIA",International Tax,Kerala,Taliparamba,https://caconnect.icai.org/firmProfile/1594/2,Audit Book-keeping Business Advisory Certification Corporate Laws and LLP Direct Tax Goods and Service Tax International Tax
ROY VARGHESE & ASSOCIATES,"Professional City:
                                            Thiruvananthapuram, THIRUVANANTHAPURAM, KERALA,   INDIA, INDIA",International Tax,Kerala,Thiruvananthapuram,https://caconnect.icai.org/firmProfile/1775/2,Audit Book-keeping Certification Corporate Laws and LLP Direct Tax FEMA Goods and Service Tax Inbound / Outbound Services Indirect Tax International Tax Payroll Services Startup advisory
SAJEEV & AJITH,"Professional City:
                                            Kochi
                                            Thrissur, KOCHI, KERALA,   INDIA, INDIA",International Tax,Kerala,Thrissur,https://caconnect.icai.org/firmProfile/4343/2,Audit Certification Corporate Laws and LLP Direct Taxes Goods and Services Tax International Tax
A A K K & ASSOCIATES,"Professional City:
                                            Kochi
                                            Kozhikode
                                            Perinthalmanna
                                            Tirur, KOZHIKODE, KERALA,   INDIA, INDIA",International Tax,Kerala,Tirur,https://caconnect.icai.org/firmProfile/1/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax Forensic Services Goods and Service Tax Indirect Tax International Tax Valuation"
CA. AMAN  AGRAWAL,"Professional City:
                                            Bhopal, VIDISHA, MADHYA PRADESH,   INDIA, INDIA",International Tax,Madhya Pradesh,Bhopal,https://caconnect.icai.org/memberProfile/2395/1,Goods and Service Tax International Tax
G D K & ASSOCIATES,"Professional City:
                                            Bhopal
                                            Indore
                                            Jabalpur
                                            Mumbai
                                            Pune
                                            Sagar
                                            Vidisha, BHOPAL, MADHYA PRADESH,   INDIA, INDIA",International Tax,Madhya Pradesh,Bhopal,https://caconnect.icai.org/firmProfile/923/2,Arbitration Audit Book-keeping Business Advisory Certification Cloud Accounting Corporate Laws and LLP Direct Tax Forensic Accounting & Investigation Goods and Service Tax Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory RERA Startup advisory
P D GARG & CO,"Professional City:
                                            Bhopal
                                            Gurgaon
                                            GURUGRAM
                                            Gwalior
                                            Kolkata
                                            Mathura
                                            Mumbai
                                            NEW DELHI, GWALIOR, MADHYA PRADESH,   INDIA, INDIA",International Tax,Madhya Pradesh,Bhopal,https://caconnect.icai.org/firmProfile/1755/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax FEMA Forensic Accounting & Investigation Goods and Service Tax Indirect Tax International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
P D GARG & CO,"Professional City:
                                            Bhopal
                                            Gurgaon
                                            GURUGRAM
                                            Gwalior
                                            Kolkata
                                            Mathura
                                            Mumbai
                                            NEW DELHI, GWALIOR, MADHYA PRADESH,   INDIA, INDIA",International Tax,Madhya Pradesh,Gwalior,https://caconnect.icai.org/firmProfile/1755/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax FEMA Forensic Accounting & Investigation Goods and Service Tax Indirect Tax International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
CA. SHWETA  AJMERA,"Professional City:
                                            Indore, INDORE, MADHYA PRADESH,   INDIA, INDIA",International Tax,Madhya Pradesh,Indore,https://caconnect.icai.org/memberProfile/2668/1,Direct Taxes International Tax
CA. ISHA  GARG,"Professional City:
                                            Indore, INDORE, MADHYA PRADESH,   INDIA, INDIA",International Tax,Madhya Pradesh,Indore,https://caconnect.icai.org/memberProfile/751/1,Corporate Laws and LLP International Tax
G D K & ASSOCIATES,"Professional City:
                                            Bhopal
                                            Indore
                                            Jabalpur
                                            Mumbai
                                            Pune
                                            Sagar
                                            Vidisha, BHOPAL, MADHYA PRADESH,   INDIA, INDIA",International Tax,Madhya Pradesh,Indore,https://caconnect.icai.org/firmProfile/923/2,Arbitration Audit Book-keeping Business Advisory Certification Cloud Accounting Corporate Laws and LLP Direct Tax Forensic Accounting & Investigation Goods and Service Tax Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory RERA Startup advisory
S V AGRAWAL & ASSOCIATES,"Professional City:
                                            Indore, INDORE, MADHYA PRADESH,   INDIA, INDIA",International Tax,Madhya Pradesh,Indore,https://caconnect.icai.org/firmProfile/1145/2,"Audit Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax Goods and Service Tax Indirect Tax Insolvency International Tax RERA"
S P A R K & ASSOCIATES CHARTERED ACCOUNTANTS LLP,"Professional City:
                                            Indore, INDORE, MADHYA PRADESH,   INDIA, INDIA",International Tax,Madhya Pradesh,Indore,https://caconnect.icai.org/firmProfile/1174/2,Audit Book-keeping Business Advisory Certification Corporate Laws and LLP Direct Tax FEMA Foreign Trade Forensic Accounting & Investigation Goods and Service Tax Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation
S M A K & CO,"Professional City:
                                            Indore, INDORE, MADHYA PRADESH,   INDIA, INDIA",International Tax,Madhya Pradesh,Indore,https://caconnect.icai.org/firmProfile/1167/2,Audit Business Advisory Direct Tax International Tax
G D K & ASSOCIATES,"Professional City:
                                            Bhopal
                                            Indore
                                            Jabalpur
                                            Mumbai
                                            Pune
                                            Sagar
                                            Vidisha, BHOPAL, MADHYA PRADESH,   INDIA, INDIA",International Tax,Madhya Pradesh,Jabalpur,https://caconnect.icai.org/firmProfile/923/2,Arbitration Audit Book-keeping Business Advisory Certification Cloud Accounting Corporate Laws and LLP Direct Tax Forensic Accounting & Investigation Goods and Service Tax Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory RERA Startup advisory
G D K & ASSOCIATES,"Professional City:
                                            Bhopal
                                            Indore
                                            Jabalpur
                                            Mumbai
                                            Pune
                                            Sagar
                                            Vidisha, BHOPAL, MADHYA PRADESH,   INDIA, INDIA",International Tax,Madhya Pradesh,Sagar,https://caconnect.icai.org/firmProfile/923/2,Arbitration Audit Book-keeping Business Advisory Certification Cloud Accounting Corporate Laws and LLP Direct Tax Forensic Accounting & Investigation Goods and Service Tax Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory RERA Startup advisory
G D K & ASSOCIATES,"Professional City:
                                            Bhopal
                                            Indore
                                            Jabalpur
                                            Mumbai
                                            Pune
                                            Sagar
                                            Vidisha, BHOPAL, MADHYA PRADESH,   INDIA, INDIA",International Tax,Madhya Pradesh,Vidisha,https://caconnect.icai.org/firmProfile/923/2,Arbitration Audit Book-keeping Business Advisory Certification Cloud Accounting Corporate Laws and LLP Direct Tax Forensic Accounting & Investigation Goods and Service Tax Indirect Tax Information Technology Services Insolvency International Tax Investment Advisory MSME Advisory RERA Startup advisory
AASHISH ANIL JADHAV & ASSOCIATES,"Professional City:
                                            Ahmednagar
                                            Akola
                                            Amravati
                                            Aurangabad (MH)
                                            Bangalore
                                            Budhlada
                                            Chennai
                                            Chennai
                                            Dhule
                                            Dombivli
                                            Ichalkaranji
                                            Islampur
                                            Islampur
                                            Jalna
                                            Kalyan
                                            Kolhapur
                                            Kolkata
                                            Latur
                                            Lonavla
                                            Loni
                                            Madgaon
                                            Manmad
                                            Miraj
                                            Mumbai
                                            Nanded-Waghala
                                            Nandurbar
                                            Nashik
                                            Navi Mumbai
                                            Osmanabad
                                            Paithan
                                            Palghar
                                            Pandharpur
                                            Panvel
                                            Parbhani
                                            Patan
                                            Pathardi
                                            Pen
                                            Pune
                                            Rahuri
                                            Raigarh
                                            Ratnagiri
                                            Sangamner
                                            Sangli
                                            Sasvad
                                            Satara
                                            Shirdi
                                            Shirur
                                            Solapur
                                            Surat
                                            Thana Bhawan
                                            Udgir
                                            Uran Islampur
                                            Vadodara
                                            Valsad
                                            Vapi
                                            Vasai
                                            Virar
                                            Vita
                                            Wai
                                            Wardha
                                            Washim
                                            Yavatmal
                                            Yevla, PUNE, MAHARASHTRA,   INDIA, INDIA",International Tax,Maharashtra,Kolhapur,https://caconnect.icai.org/firmProfile/290/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax Goods and Service Tax Inbound / Outbound Services Indirect Tax International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
ASHUTOSH KALAMKAR & ASSOCIATES,"Professional City:
                                            Kolhapur
                                            Mumbai
                                            Pune
                                            Sangli
                                            Satara, PUNE, MAHARASHTRA,   INDIA, INDIA",International Tax,Maharashtra,Kolhapur,https://caconnect.icai.org/firmProfile/647/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax FEMA Foreign Trade Goods and Service Tax Inbound / Outbound Services Indirect Tax Information Technology Services International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
AASHISH ANIL JADHAV & ASSOCIATES,"Professional City:
                                            Ahmednagar
                                            Akola
                                            Amravati
                                            Aurangabad (MH)
                                            Bangalore
                                            Budhlada
                                            Chennai
                                            Chennai
                                            Dhule
                                            Dombivli
                                            Ichalkaranji
                                            Islampur
                                            Islampur
                                            Jalna
                                            Kalyan
                                            Kolhapur
                                            Kolkata
                                            Latur
                                            Lonavla
                                            Loni
                                            Madgaon
                                            Manmad
                                            Miraj
                                            Mumbai
                                            Nanded-Waghala
                                            Nandurbar
                                            Nashik
                                            Navi Mumbai
                                            Osmanabad
                                            Paithan
                                            Palghar
                                            Pandharpur
                                            Panvel
                                            Parbhani
                                            Patan
                                            Pathardi
                                            Pen
                                            Pune
                                            Rahuri
                                            Raigarh
                                            Ratnagiri
                                            Sangamner
                                            Sangli
                                            Sasvad
                                            Satara
                                            Shirdi
                                            Shirur
                                            Solapur
                                            Surat
                                            Thana Bhawan
                                            Udgir
                                            Uran Islampur
                                            Vadodara
                                            Valsad
                                            Vapi
                                            Vasai
                                            Virar
                                            Vita
                                            Wai
                                            Wardha
                                            Washim
                                            Yavatmal
                                            Yevla, PUNE, MAHARASHTRA,   INDIA, INDIA",International Tax,Maharashtra,Ahmednagar,https://caconnect.icai.org/firmProfile/290/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax Goods and Service Tax Inbound / Outbound Services Indirect Tax International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
KANAKIYA & MEHTA ASSOCIATES,"Professional City:
                                            Ahmednagar
                                            Mumbai
                                            Pune, AHMEDNAGAR, MAHARASHTRA,   INDIA, INDIA",International Tax,Maharashtra,Ahmednagar,https://caconnect.icai.org/firmProfile/3656/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Taxes Forensic Accounting & Investigation Goods and Services Tax Indirect Tax International Tax Investment Advisory MSME Advisory RERA Valuation"
AASHISH ANIL JADHAV & ASSOCIATES,"Professional City:
                                            Ahmednagar
                                            Akola
                                            Amravati
                                            Aurangabad (MH)
                                            Bangalore
                                            Budhlada
                                            Chennai
                                            Chennai
                                            Dhule
                                            Dombivli
                                            Ichalkaranji
                                            Islampur
                                            Islampur
                                            Jalna
                                            Kalyan
                                            Kolhapur
                                            Kolkata
                                            Latur
                                            Lonavla
                                            Loni
                                            Madgaon
                                            Manmad
                                            Miraj
                                            Mumbai
                                            Nanded-Waghala
                                            Nandurbar
                                            Nashik
                                            Navi Mumbai
                                            Osmanabad
                                            Paithan
                                            Palghar
                                            Pandharpur
                                            Panvel
                                            Parbhani
                                            Patan
                                            Pathardi
                                            Pen
                                            Pune
                                            Rahuri
                                            Raigarh
                                            Ratnagiri
                                            Sangamner
                                            Sangli
                                            Sasvad
                                            Satara
                                            Shirdi
                                            Shirur
                                            Solapur
                                            Surat
                                            Thana Bhawan
                                            Udgir
                                            Uran Islampur
                                            Vadodara
                                            Valsad
                                            Vapi
                                            Vasai
                                            Virar
                                            Vita
                                            Wai
                                            Wardha
                                            Washim
                                            Yavatmal
                                            Yevla, PUNE, MAHARASHTRA,   INDIA, INDIA",International Tax,Maharashtra,Akola,https://caconnect.icai.org/firmProfile/290/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax Goods and Service Tax Inbound / Outbound Services Indirect Tax International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
PRAVIN DHIRAN & CO,"Professional City:
                                            Amravati
                                            Nagpur
                                            Wardha, WARDHA, MAHARASHTRA,   INDIA, INDIA",International Tax,Maharashtra,Amravati,https://caconnect.icai.org/firmProfile/274/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Cloud Accounting Corporate Laws and LLP Direct Tax Goods and Service Tax International Tax Investment Advisory MSME Advisory RERA Startup advisory Valuation"
AASHISH ANIL JADHAV & ASSOCIATES,"Professional City:
                                            Ahmednagar
                                            Akola
                                            Amravati
                                            Aurangabad (MH)
                                            Bangalore
                                            Budhlada
                                            Chennai
                                            Chennai
                                            Dhule
                                            Dombivli
                                            Ichalkaranji
                                            Islampur
                                            Islampur
                                            Jalna
                                            Kalyan
                                            Kolhapur
                                            Kolkata
                                            Latur
                                            Lonavla
                                            Loni
                                            Madgaon
                                            Manmad
                                            Miraj
                                            Mumbai
                                            Nanded-Waghala
                                            Nandurbar
                                            Nashik
                                            Navi Mumbai
                                            Osmanabad
                                            Paithan
                                            Palghar
                                            Pandharpur
                                            Panvel
                                            Parbhani
                                            Patan
                                            Pathardi
                                            Pen
                                            Pune
                                            Rahuri
                                            Raigarh
                                            Ratnagiri
                                            Sangamner
                                            Sangli
                                            Sasvad
                                            Satara
                                            Shirdi
                                            Shirur
                                            Solapur
                                            Surat
                                            Thana Bhawan
                                            Udgir
                                            Uran Islampur
                                            Vadodara
                                            Valsad
                                            Vapi
                                            Vasai
                                            Virar
                                            Vita
                                            Wai
                                            Wardha
                                            Washim
                                            Yavatmal
                                            Yevla, PUNE, MAHARASHTRA,   INDIA, INDIA",International Tax,Maharashtra,Amravati,https://caconnect.icai.org/firmProfile/290/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax Goods and Service Tax Inbound / Outbound Services Indirect Tax International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
CHARKHA & GATTANI,"Professional City:
                                            Aurangabad (MH), AURANGABAD (MH), MAHARASHTRA,   INDIA, INDIA",International Tax,Maharashtra,Aurangabad (MH),https://caconnect.icai.org/firmProfile/3989/2,Audit Corporate Laws and LLP Goods and Services Tax International Tax
AASHISH ANIL JADHAV & ASSOCIATES,"Professional City:
                                            Ahmednagar
                                            Akola
                                            Amravati
                                            Aurangabad (MH)
                                            Bangalore
                                            Budhlada
                                            Chennai
                                            Chennai
                                            Dhule
                                            Dombivli
                                            Ichalkaranji
                                            Islampur
                                            Islampur
                                            Jalna
                                            Kalyan
                                            Kolhapur
                                            Kolkata
                                            Latur
                                            Lonavla
                                            Loni
                                            Madgaon
                                            Manmad
                                            Miraj
                                            Mumbai
                                            Nanded-Waghala
                                            Nandurbar
                                            Nashik
                                            Navi Mumbai
                                            Osmanabad
                                            Paithan
                                            Palghar
                                            Pandharpur
                                            Panvel
                                            Parbhani
                                            Patan
                                            Pathardi
                                            Pen
                                            Pune
                                            Rahuri
                                            Raigarh
                                            Ratnagiri
                                            Sangamner
                                            Sangli
                                            Sasvad
                                            Satara
                                            Shirdi
                                            Shirur
                                            Solapur
                                            Surat
                                            Thana Bhawan
                                            Udgir
                                            Uran Islampur
                                            Vadodara
                                            Valsad
                                            Vapi
                                            Vasai
                                            Virar
                                            Vita
                                            Wai
                                            Wardha
                                            Washim
                                            Yavatmal
                                            Yevla, PUNE, MAHARASHTRA,   INDIA, INDIA",International Tax,Maharashtra,Aurangabad (MH),https://caconnect.icai.org/firmProfile/290/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax Goods and Service Tax Inbound / Outbound Services Indirect Tax International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
V N V & COMPANY,"Professional City:
                                            Aurangabad (MH), AURANGABAD (MH), MAHARASHTRA,   INDIA, INDIA",International Tax,Maharashtra,Aurangabad (MH),https://caconnect.icai.org/firmProfile/1774/2,Business Advisory Financial Advisory Forensic Accounting & Investigation International Tax Investment Advisory MSME Advisory Startup advisory Valuation
CA. AMIT PRAKASHLAL  WADHWA,"Professional City:
                                            Dhule, DHULE, MAHARASHTRA,   INDIA, INDIA",International Tax,Maharashtra,Dhule,https://caconnect.icai.org/memberProfile/2807/1,Forensic Accounting & Investigation International Tax
AASHISH ANIL JADHAV & ASSOCIATES,"Professional City:
                                            Ahmednagar
                                            Akola
                                            Amravati
                                            Aurangabad (MH)
                                            Bangalore
                                            Budhlada
                                            Chennai
                                            Chennai
                                            Dhule
                                            Dombivli
                                            Ichalkaranji
                                            Islampur
                                            Islampur
                                            Jalna
                                            Kalyan
                                            Kolhapur
                                            Kolkata
                                            Latur
                                            Lonavla
                                            Loni
                                            Madgaon
                                            Manmad
                                            Miraj
                                            Mumbai
                                            Nanded-Waghala
                                            Nandurbar
                                            Nashik
                                            Navi Mumbai
                                            Osmanabad
                                            Paithan
                                            Palghar
                                            Pandharpur
                                            Panvel
                                            Parbhani
                                            Patan
                                            Pathardi
                                            Pen
                                            Pune
                                            Rahuri
                                            Raigarh
                                            Ratnagiri
                                            Sangamner
                                            Sangli
                                            Sasvad
                                            Satara
                                            Shirdi
                                            Shirur
                                            Solapur
                                            Surat
                                            Thana Bhawan
                                            Udgir
                                            Uran Islampur
                                            Vadodara
                                            Valsad
                                            Vapi
                                            Vasai
                                            Virar
                                            Vita
                                            Wai
                                            Wardha
                                            Washim
                                            Yavatmal
                                            Yevla, PUNE, MAHARASHTRA,   INDIA, INDIA",International Tax,Maharashtra,Dhule,https://caconnect.icai.org/firmProfile/290/2,"Audit Book-keeping Business Advisory Certification Charities, Trust and Not For Profit Corporate Laws and LLP Direct Tax Goods and Service Tax Inbound / Outbound Services Indirect Tax International Tax Investment Advisory MSME Advisory Payroll Services RERA Startup advisory Valuation"
